epoch,train_loss,test_accuracy,test_loss
0,1.0920112949890664,0.35724622700020675,5288.11643311374
1,1.0891731146836314,0.35724622700020675,5282.38026674948
2,1.0894614741091262,0.34442836468885674,5267.107588017748
3,1.086511837797595,0.36923713045275997,5278.806653126533
4,1.0538510048035685,0.472813727517056,5135.366664911616
5,1.0240478516888296,0.48170353524912135,5029.4517360620075
6,1.0030147029905807,0.49410791813107297,5004.347915824858
7,0.9954749395032673,0.4475914823237544,5220.4376894182415
8,0.9926852487931508,0.49452139756047137,4947.503838985443
9,0.9817749256393615,0.46847219350837294,5085.515652639355
10,0.9781114706138984,0.4628902212114947,5153.707375647205
11,0.9732141618414654,0.5040314244366343,4956.063855245683
12,0.9485046799027088,0.5071325201571222,4944.8576525640565
13,0.9261836946172305,0.5478602439528634,4770.400591917854
14,0.9202020268117836,0.5393839156501964,4875.471198698665
15,0.9103430453716872,0.5255323547653504,4883.4061960760955
16,0.9002505188304808,0.5321480256357246,4950.574807992306
17,0.8987993053220469,0.5402108745089932,4856.418481439718
18,0.9081653614644949,0.5238784370477568,4886.562757028307
19,0.8990196596053748,0.5317345462063262,4867.847089218888
20,0.8982224683009866,0.5182964647508786,5026.627674729545
21,0.9110567812640921,0.5108538350217077,5125.215567357319
22,0.8970072651121601,0.5348356419268141,4872.584675396528
23,0.9036709520669345,0.5433119702294811,4797.796228268409
24,0.8888316515150395,0.5191234236096754,4952.71696834556
25,0.8952202114005338,0.5381434773620012,4964.603118500709
26,0.889242046891153,0.5071325201571222,4976.21823573467
27,0.8748120057450383,0.5238784370477568,4990.545616882373
28,0.8825289743341032,0.5304941079181311,4891.328967426672
29,0.8801771862919666,0.5534422162497415,4783.849909045311
30,0.8759161683938733,0.5244986561918544,4969.3367139552365
31,0.8719767182735522,0.5515815588174489,4887.371322322133
32,0.8682913021085953,0.5462063262352698,4758.2418814931925
33,0.8663125190613894,0.5654331197022948,4865.74110157002
34,0.867853718601043,0.5486872028116602,4862.527487961373
35,0.8680734339415915,0.5234649576183585,4962.102853520297
36,0.863389889976653,0.524085176762456,5121.877007356653
37,0.8841988907526073,0.5286334504858383,4825.420517405922
38,0.8868394928979478,0.5199503824684721,4898.25820874886
39,0.8701208334621571,0.5375232582179037,4973.465955003833
40,0.8691370348040994,0.5522017779615465,4758.530140517037
41,0.8673659669750312,0.5346289022121149,4929.975856774922
42,0.8666075349492044,0.5300806284887327,4918.251326688181
43,0.8674289741845385,0.5385569567913996,4837.429467481834
44,0.8636140221742153,0.5360760802150093,4795.850932877899
45,0.8682171236592965,0.5366962993591069,4887.930299664117
46,0.8748997080993617,0.5263593136241472,4812.8975791502735
47,0.8798563896661182,0.5127144924540004,4958.005326341897
48,0.8832939476341704,0.5234649576183585,4920.350071671227
49,0.9127767536877515,0.5275997519123423,4866.820079160206
50,0.90415966439949,0.5259458341947488,4952.502291250967
51,0.9225887337125777,0.5009303287161464,4934.284134869571
52,0.9117841805201031,0.5203638618978705,5011.699675871096
53,0.8927125923217175,0.5280132313417407,4940.681104750852
54,0.9008449833569596,0.5162290676038868,5033.655868430656
55,0.9002467375202063,0.5180897250361794,5156.186484603182
56,0.8999111377086525,0.5075459995865206,5076.249364188228
57,0.8964693862355195,0.5151953690303908,5042.07959991675
58,0.8832299484950835,0.5174695058920818,5001.731216729687
59,0.8772323140196203,0.5269795327682448,4887.660613239175
60,0.8795121275327276,0.5244986561918544,4942.045230842503
61,0.8746301025247517,0.538970436220798,4830.641688298437
62,0.8728125852474506,0.5123010130246021,4985.159116327729
63,0.8881389477372695,0.5116807938805045,4955.733954533319
64,0.8755010607956385,0.54103783336779,4925.682328042474
65,0.873225772605322,0.519743642753773,4858.511019353229
66,0.8753436470860565,0.5329749844945214,4822.065284467378
67,0.8748534926847188,0.5137481910274964,4865.059800452559
68,0.8674524400433244,0.5344221624974157,4903.343556654857
69,0.8740843949781184,0.5178829853214802,5025.354592752737
70,0.867733940778016,0.5201571221831713,4883.764153203099
71,0.8605023301502008,0.5317345462063262,4864.771356336825
72,0.8609858287022444,0.5292536696299359,4852.962418990039
73,0.8605811611967537,0.514368410171594,4891.999544342149
74,0.8570609529535886,0.5120942733099029,4921.548429181765
75,0.8589116261333297,0.5191234236096754,4914.76944521899
76,0.8568385706568393,0.5191234236096754,4925.535621795431
77,0.8567996321460295,0.5205706016125697,4963.167018204606
78,0.8563815677049068,0.5304941079181311,4896.01076760223
79,0.853187553891433,0.5317345462063262,5010.243879960275
80,0.8565804928626993,0.5311143270622286,4884.128496036971
81,0.8548022912355082,0.5426917510853835,4930.19875175566
82,0.8531146842796753,0.5207773413272689,4976.737251195114
83,0.8618286231093414,0.5207773413272689,5038.795956565495
84,0.8519462818115424,0.5253256150506512,4938.99469957255
85,0.8569650768340276,0.5300806284887327,4940.440711246096
86,0.8540844536532092,0.5110605747364069,5008.522027172934
87,0.8518886335664153,0.5050651230101303,5104.579612454599
88,0.8520654643014903,0.5428984908000827,4794.013638151573
89,0.8513075176450895,0.5366962993591069,4902.506654051067
90,0.8510553775873353,0.5054786024395286,4986.751664575852
91,0.8488028610521722,0.5445524085176763,4814.480122957641
92,0.8489969140423695,0.5313210667769278,4989.391286515146
93,0.8478320960754183,0.5149886293156916,4965.048626984436
94,0.8470222174271052,0.5230514781889601,4998.83988900552
95,0.8468235864351991,0.5265660533388464,4950.555461192961
96,0.8447444327740643,0.5123010130246021,5072.605779657292
97,0.8501103499761229,0.5234649576183585,4894.4943979417885
98,0.8440049886981683,0.5296671490593343,4852.754403599874
99,0.8392211122541656,0.5278064916270415,4880.126063416862
